"id","zipcode","facility_name","facility_code"
"dhl_facility_01001",1001,"VITORIA",1
"dhl_facility_01002",1002,"VITORIA",1
"dhl_facility_01003",1003,"VITORIA",1
"dhl_facility_01004",1004,"VITORIA",1
"dhl_facility_01005",1005,"VITORIA",1
"dhl_facility_01006",1006,"VITORIA",1
"dhl_facility_01007",1007,"VITORIA",1
"dhl_facility_01008",1008,"VITORIA",1
"dhl_facility_01009",1009,"VITORIA",1
"dhl_facility_01010",1010,"VITORIA",1
"dhl_facility_01011",1011,"VITORIA",1
"dhl_facility_01012",1012,"VITORIA",1
"dhl_facility_01013",1013,"VITORIA",1
"dhl_facility_01015",1015,"VITORIA",1
"dhl_facility_01080",1080,"VITORIA",1
"dhl_facility_01100",1100,"VITORIA",1
"dhl_facility_01110",1110,"VITORIA",1
"dhl_facility_01117",1117,"VITORIA",1
"dhl_facility_01118",1118,"VITORIA",1
"dhl_facility_01119",1119,"VITORIA",1
"dhl_facility_01120",1120,"VITORIA",1
"dhl_facility_01128",1128,"VITORIA",1
"dhl_facility_01129",1129,"VITORIA",1
"dhl_facility_01130",1130,"VITORIA",1
"dhl_facility_01138",1138,"VITORIA",1
"dhl_facility_01139",1139,"VITORIA",1
"dhl_facility_01140",1140,"VITORIA",1
"dhl_facility_01150",1150,"VITORIA",1
"dhl_facility_01160",1160,"BERGARA",20
"dhl_facility_01165",1165,"VITORIA",1
"dhl_facility_01169",1169,"BERGARA",20
"dhl_facility_01170",1170,"VITORIA",1
"dhl_facility_01171",1171,"VITORIA",1
"dhl_facility_01190",1190,"VITORIA",1
"dhl_facility_01191",1191,"VITORIA",1
"dhl_facility_01192",1192,"VITORIA",1
"dhl_facility_01193",1193,"VITORIA",1
"dhl_facility_01194",1194,"VITORIA",1
"dhl_facility_01195",1195,"VITORIA",1
"dhl_facility_01196",1196,"VITORIA",1
"dhl_facility_01200",1200,"VITORIA",1
"dhl_facility_01206",1206,"VITORIA",1
"dhl_facility_01207",1207,"VITORIA",1
"dhl_facility_01208",1208,"VITORIA",1
"dhl_facility_01209",1209,"VITORIA",1
"dhl_facility_01210",1210,"VITORIA",1
"dhl_facility_01211",1211,"VITORIA",1
"dhl_facility_01212",1212,"VITORIA",1
"dhl_facility_01213",1213,"VITORIA",1
"dhl_facility_01214",1214,"VITORIA",1
"dhl_facility_01216",1216,"VITORIA",1
"dhl_facility_01218",1218,"VITORIA",1
"dhl_facility_01220",1220,"VITORIA",1
"dhl_facility_01230",1230,"VITORIA",1
"dhl_facility_01240",1240,"VITORIA",1
"dhl_facility_01250",1250,"VITORIA",1
"dhl_facility_01260",1260,"VITORIA",1
"dhl_facility_01300",1300,"LOGROÑO",26
"dhl_facility_01306",1306,"LOGROÑO",26
"dhl_facility_01307",1307,"LOGROÑO",26
"dhl_facility_01308",1308,"LOGROÑO",26
"dhl_facility_01309",1309,"LOGROÑO",26
"dhl_facility_01320",1320,"LOGROÑO",26
"dhl_facility_01321",1321,"LOGROÑO",26
"dhl_facility_01322",1322,"LOGROÑO",26
"dhl_facility_01330",1330,"LOGROÑO",26
"dhl_facility_01339",1339,"VITORIA",1
"dhl_facility_01340",1340,"LOGROÑO",26
"dhl_facility_01400",1400,"VITORIA",1
"dhl_facility_01408",1408,"VITORIA",1
"dhl_facility_01409",1409,"VITORIA",1
"dhl_facility_01420",1420,"VITORIA",1
"dhl_facility_01423",1423,"VITORIA",1
"dhl_facility_01424",1424,"VITORIA",1
"dhl_facility_01425",1425,"VITORIA",1
"dhl_facility_01426",1426,"VITORIA",1
"dhl_facility_01427",1427,"VITORIA",1
"dhl_facility_01428",1428,"VITORIA",1
"dhl_facility_01429",1429,"VITORIA",1
"dhl_facility_01430",1430,"VITORIA",1
"dhl_facility_01439",1439,"VITORIA",1
"dhl_facility_01440",1440,"VITORIA",1
"dhl_facility_01449",1449,"VITORIA",1
"dhl_facility_01450",1450,"VITORIA",1
"dhl_facility_01468",1468,"VITORIA",1
"dhl_facility_01470",1470,"VITORIA",1
"dhl_facility_01474",1474,"VITORIA",1
"dhl_facility_01475",1475,"VITORIA",1
"dhl_facility_01476",1476,"VITORIA",1
"dhl_facility_01477",1477,"VITORIA",1
"dhl_facility_01478",1478,"VITORIA",1
"dhl_facility_01479",1479,"VITORIA",1
"dhl_facility_01510",1510,"VITORIA",1
"dhl_facility_01520",1520,"VITORIA",1
"dhl_facility_02001",2001,"ALBACETE",2
"dhl_facility_02002",2002,"ALBACETE",2
"dhl_facility_02003",2003,"ALBACETE",2
"dhl_facility_02004",2004,"ALBACETE",2
"dhl_facility_02005",2005,"ALBACETE",2
"dhl_facility_02006",2006,"ALBACETE",2
"dhl_facility_02007",2007,"ALBACETE",2
"dhl_facility_02049",2049,"ALBACETE",2
"dhl_facility_02080",2080,"ALBACETE",2
"dhl_facility_02100",2100,"ALBACETE",2
"dhl_facility_02110",2110,"ALBACETE",2
"dhl_facility_02120",2120,"ALBACETE",2
"dhl_facility_02124",2124,"ALBACETE",2
"dhl_facility_02125",2125,"ALBACETE",2
"dhl_facility_02126",2126,"ALBACETE",2
"dhl_facility_02127",2127,"ALBACETE",2
"dhl_facility_02128",2128,"ALBACETE",2
"dhl_facility_02129",2129,"ALBACETE",2
"dhl_facility_02130",2130,"ALBACETE",2
"dhl_facility_02136",2136,"ALBACETE",2
"dhl_facility_02137",2137,"ALBACETE",2
"dhl_facility_02138",2138,"ALBACETE",2
"dhl_facility_02139",2139,"ALBACETE",2
"dhl_facility_02140",2140,"ALBACETE",2
"dhl_facility_02141",2141,"ALBACETE",2
"dhl_facility_02142",2142,"ALBACETE",2
"dhl_facility_02150",2150,"ALBACETE",2
"dhl_facility_02151",2151,"ALBACETE",2
"dhl_facility_02152",2152,"ALBACETE",2
"dhl_facility_02153",2153,"ALBACETE",2
"dhl_facility_02154",2154,"ALBACETE",2
"dhl_facility_02155",2155,"ALBACETE",2
"dhl_facility_02156",2156,"ALBACETE",2
"dhl_facility_02160",2160,"ALBACETE",2
"dhl_facility_02161",2161,"ALBACETE",2
"dhl_facility_02162",2162,"ALBACETE",2
"dhl_facility_02200",2200,"ALBACETE",2
"dhl_facility_02210",2210,"ALBACETE",2
"dhl_facility_02211",2211,"ALBACETE",2
"dhl_facility_02212",2212,"ALBACETE",2
"dhl_facility_02213",2213,"ALBACETE",2
"dhl_facility_02214",2214,"ALBACETE",2
"dhl_facility_02215",2215,"ALBACETE",2
"dhl_facility_02220",2220,"ALBACETE",2
"dhl_facility_02230",2230,"ALBACETE",2
"dhl_facility_02240",2240,"ALBACETE",2
"dhl_facility_02246",2246,"ALBACETE",2
"dhl_facility_02247",2247,"ALBACETE",2
"dhl_facility_02248",2248,"ALBACETE",2
"dhl_facility_02249",2249,"ALBACETE",2
"dhl_facility_02250",2250,"ALBACETE",2
"dhl_facility_02251",2251,"ALBACETE",2
"dhl_facility_02252",2252,"ALBACETE",2
"dhl_facility_02253",2253,"ALBACETE",2
"dhl_facility_02260",2260,"ALBACETE",2
"dhl_facility_02270",2270,"ALBACETE",2
"dhl_facility_02300",2300,"ALBACETE",2
"dhl_facility_02310",2310,"ALBACETE",2
"dhl_facility_02311",2311,"ALBACETE",2
"dhl_facility_02312",2312,"ALBACETE",2
"dhl_facility_02313",2313,"ALBACETE",2
"dhl_facility_02314",2314,"ALBACETE",2
"dhl_facility_02315",2315,"ALBACETE",2
"dhl_facility_02316",2316,"ALBACETE",2
"dhl_facility_02320",2320,"ALBACETE",2
"dhl_facility_02326",2326,"ALBACETE",2
"dhl_facility_02327",2327,"ALBACETE",2
"dhl_facility_02328",2328,"ALBACETE",2
"dhl_facility_02329",2329,"ALBACETE",2
"dhl_facility_02330",2330,"ALBACETE",2
"dhl_facility_02331",2331,"ALBACETE",2
"dhl_facility_02332",2332,"ALBACETE",2
"dhl_facility_02340",2340,"ALBACETE",2
"dhl_facility_02350",2350,"ALBACETE",2
"dhl_facility_02359",2359,"ALBACETE",2
"dhl_facility_02360",2360,"ALBACETE",2
"dhl_facility_02400",2400,"ALBACETE",2
"dhl_facility_02409",2409,"ALBACETE",2
"dhl_facility_02410",2410,"ALBACETE",2
"dhl_facility_02420",2420,"ALBACETE",2
"dhl_facility_02430",2430,"ALBACETE",2
"dhl_facility_02434",2434,"ALBACETE",2
"dhl_facility_02435",2435,"ALBACETE",2
"dhl_facility_02436",2436,"ALBACETE",2
"dhl_facility_02437",2437,"ALBACETE",2
"dhl_facility_02438",2438,"MURCIA",30
"dhl_facility_02439",2439,"ALBACETE",2
"dhl_facility_02440",2440,"ALBACETE",2
"dhl_facility_02448",2448,"ALBACETE",2
"dhl_facility_02449",2449,"ALBACETE",2
"dhl_facility_02450",2450,"ALBACETE",2
"dhl_facility_02459",2459,"ALBACETE",2
"dhl_facility_02460",2460,"ALBACETE",2
"dhl_facility_02461",2461,"ALBACETE",2
"dhl_facility_02462",2462,"ALBACETE",2
"dhl_facility_02470",2470,"ALBACETE",2
"dhl_facility_02480",2480,"ALBACETE",2
"dhl_facility_02482",2482,"ALBACETE",2
"dhl_facility_02483",2483,"ALBACETE",2
"dhl_facility_02484",2484,"ALBACETE",2
"dhl_facility_02485",2485,"ALBACETE",2
"dhl_facility_02486",2486,"ALBACETE",2
"dhl_facility_02487",2487,"ALBACETE",2
"dhl_facility_02488",2488,"ALBACETE",2
"dhl_facility_02489",2489,"ALBACETE",2
"dhl_facility_02490",2490,"ALBACETE",2
"dhl_facility_02498",2498,"ALBACETE",2
"dhl_facility_02499",2499,"ALBACETE",2
"dhl_facility_02500",2500,"ALBACETE",2
"dhl_facility_02510",2510,"ALBACETE",2
"dhl_facility_02511",2511,"ALBACETE",2
"dhl_facility_02512",2512,"ALBACETE",2
"dhl_facility_02513",2513,"ALBACETE",2
"dhl_facility_02514",2514,"ALBACETE",2
"dhl_facility_02520",2520,"ALBACETE",2
"dhl_facility_02529",2529,"ALBACETE",2
"dhl_facility_02530",2530,"ALBACETE",2
"dhl_facility_02534",2534,"ALBACETE",2
"dhl_facility_02535",2535,"ALBACETE",2
"dhl_facility_02536",2536,"ALBACETE",2
"dhl_facility_02537",2537,"ALBACETE",2
"dhl_facility_02538",2538,"ALBACETE",2
"dhl_facility_02539",2539,"ALBACETE",2
"dhl_facility_02600",2600,"ALBACETE",2
"dhl_facility_02610",2610,"ALBACETE",2
"dhl_facility_02611",2611,"ALBACETE",2
"dhl_facility_02612",2612,"ALBACETE",2
"dhl_facility_02613",2613,"ALBACETE",2
"dhl_facility_02614",2614,"ALBACETE",2
"dhl_facility_02620",2620,"ALBACETE",2
"dhl_facility_02630",2630,"ALBACETE",2
"dhl_facility_02636",2636,"ALBACETE",2
"dhl_facility_02637",2637,"ALBACETE",2
"dhl_facility_02638",2638,"ALBACETE",2
"dhl_facility_02639",2639,"ALBACETE",2
"dhl_facility_02640",2640,"ALBACETE",2
"dhl_facility_02650",2650,"ALBACETE",2
"dhl_facility_02651",2651,"ALBACETE",2
"dhl_facility_02652",2652,"ALBACETE",2
"dhl_facility_02653",2653,"ALBACETE",2
"dhl_facility_02660",2660,"ALBACETE",2
"dhl_facility_02690",2690,"ALBACETE",2
"dhl_facility_02691",2691,"ALBACETE",2
"dhl_facility_02692",2692,"ALBACETE",2
"dhl_facility_02693",2693,"ALBACETE",2
"dhl_facility_02694",2694,"ALBACETE",2
"dhl_facility_02695",2695,"ALBACETE",2
"dhl_facility_02696",2696,"ALBACETE",2
"dhl_facility_03001",3001,"ALICANTE",3
"dhl_facility_03002",3002,"ALICANTE",3
"dhl_facility_03003",3003,"ALICANTE",3
"dhl_facility_03004",3004,"ALICANTE",3
"dhl_facility_03005",3005,"ALICANTE",3
"dhl_facility_03006",3006,"ALICANTE",3
"dhl_facility_03007",3007,"ALICANTE",3
"dhl_facility_03008",3008,"ALICANTE",3
"dhl_facility_03009",3009,"ALICANTE",3
"dhl_facility_03010",3010,"ALICANTE",3
"dhl_facility_03011",3011,"ALICANTE",3
"dhl_facility_03012",3012,"ALICANTE",3
"dhl_facility_03013",3013,"ALICANTE",3
"dhl_facility_03014",3014,"ALICANTE",3
"dhl_facility_03015",3015,"ALICANTE",3
"dhl_facility_03016",3016,"ALICANTE",3
"dhl_facility_03080",3080,"ALICANTE",3
"dhl_facility_03100",3100,"ALICANTE",3
"dhl_facility_03108",3108,"ALICANTE",3
"dhl_facility_03109",3109,"ALICANTE",3
"dhl_facility_03110",3110,"ALICANTE",3
"dhl_facility_03111",3111,"ALICANTE",3
"dhl_facility_03112",3112,"ALICANTE",3
"dhl_facility_03113",3113,"ALICANTE",3
"dhl_facility_03114",3114,"ALICANTE",3
"dhl_facility_03115",3115,"ALICANTE",3
"dhl_facility_03120",3120,"ALICANTE",3
"dhl_facility_03130",3130,"ALICANTE",3
"dhl_facility_03138",3138,"ALICANTE",3
"dhl_facility_03139",3139,"ALICANTE",3
"dhl_facility_03140",3140,"ALICANTE",3
"dhl_facility_03149",3149,"ALICANTE",3
"dhl_facility_03150",3150,"ALICANTE",3
"dhl_facility_03158",3158,"ALICANTE",3
"dhl_facility_03159",3159,"ALICANTE",3
"dhl_facility_03160",3160,"ALICANTE",3
"dhl_facility_03169",3169,"ALICANTE",3
"dhl_facility_03170",3170,"ALICANTE",3
"dhl_facility_03177",3177,"ALICANTE",3
"dhl_facility_03178",3178,"ALICANTE",3
"dhl_facility_03179",3179,"ALICANTE",3
"dhl_facility_03180",3180,"ALICANTE",3
"dhl_facility_03186",3186,"ALICANTE",3
"dhl_facility_03187",3187,"ALICANTE",3
"dhl_facility_03188",3188,"ALICANTE",3
"dhl_facility_03189",3189,"ALICANTE",3
"dhl_facility_03190",3190,"ALICANTE",3
"dhl_facility_03191",3191,"ALICANTE",3
"dhl_facility_03192",3192,"ALICANTE",3
"dhl_facility_03193",3193,"ALICANTE",3
"dhl_facility_03194",3194,"ALICANTE",3
"dhl_facility_03195",3195,"ALICANTE",3
"dhl_facility_03201",3201,"ALICANTE",3
"dhl_facility_03202",3202,"ALICANTE",3
"dhl_facility_03203",3203,"ALICANTE",3
"dhl_facility_03204",3204,"ALICANTE",3
"dhl_facility_03205",3205,"ALICANTE",3
"dhl_facility_03206",3206,"ALICANTE",3
"dhl_facility_03290",3290,"ALICANTE",3
"dhl_facility_03291",3291,"ALICANTE",3
"dhl_facility_03292",3292,"ALICANTE",3
"dhl_facility_03293",3293,"ALICANTE",3
"dhl_facility_03294",3294,"ALICANTE",3
"dhl_facility_03295",3295,"ALICANTE",3
"dhl_facility_03296",3296,"ALICANTE",3
"dhl_facility_03300",3300,"ALICANTE",3
"dhl_facility_03310",3310,"ALICANTE",3
"dhl_facility_03311",3311,"ALICANTE",3
"dhl_facility_03312",3312,"ALICANTE",3
"dhl_facility_03313",3313,"ALICANTE",3
"dhl_facility_03314",3314,"ALICANTE",3
"dhl_facility_03315",3315,"ALICANTE",3
"dhl_facility_03316",3316,"ALICANTE",3
"dhl_facility_03317",3317,"ALICANTE",3
"dhl_facility_03320",3320,"ALICANTE",3
"dhl_facility_03330",3330,"ALICANTE",3
"dhl_facility_03339",3339,"ALICANTE",3
"dhl_facility_03340",3340,"ALICANTE",3
"dhl_facility_03348",3348,"ALICANTE",3
"dhl_facility_03349",3349,"ALICANTE",3
"dhl_facility_03350",3350,"ALICANTE",3
"dhl_facility_03360",3360,"ALICANTE",3
"dhl_facility_03369",3369,"ALICANTE",3
"dhl_facility_03370",3370,"ALICANTE",3
"dhl_facility_03380",3380,"ALICANTE",3
"dhl_facility_03390",3390,"ALICANTE",3
"dhl_facility_03400",3400,"ALICANTE",3
"dhl_facility_03409",3409,"ALICANTE",3
"dhl_facility_03410",3410,"ALICANTE",3
"dhl_facility_03420",3420,"ALICANTE",3
"dhl_facility_03430",3430,"ALICANTE",3
"dhl_facility_03440",3440,"ALICANTE",3
"dhl_facility_03450",3450,"ALICANTE",3
"dhl_facility_03459",3459,"ALICANTE",3
"dhl_facility_03460",3460,"ALICANTE",3
"dhl_facility_03469",3469,"ALICANTE",3
"dhl_facility_03500",3500,"ALICANTE",3
"dhl_facility_03509",3509,"ALICANTE",3
"dhl_facility_03510",3510,"ALICANTE",3
"dhl_facility_03516",3516,"ALICANTE",3
"dhl_facility_03517",3517,"ALICANTE",3
"dhl_facility_03518",3518,"ALICANTE",3
"dhl_facility_03519",3519,"ALICANTE",3
"dhl_facility_03520",3520,"ALICANTE",3
"dhl_facility_03530",3530,"ALICANTE",3
"dhl_facility_03540",3540,"ALICANTE",3
"dhl_facility_03550",3550,"ALICANTE",3
"dhl_facility_03559",3559,"ALICANTE",3
"dhl_facility_03560",3560,"ALICANTE",3
"dhl_facility_03569",3569,"ALICANTE",3
"dhl_facility_03570",3570,"ALICANTE",3
"dhl_facility_03578",3578,"ALICANTE",3
"dhl_facility_03579",3579,"ALICANTE",3
"dhl_facility_03580",3580,"ALICANTE",3
"dhl_facility_03589",3589,"ALICANTE",3
"dhl_facility_03590",3590,"ALICANTE",3
"dhl_facility_03599",3599,"ALICANTE",3
"dhl_facility_03600",3600,"ALICANTE",3
"dhl_facility_03610",3610,"ALICANTE",3
"dhl_facility_03616",3616,"ALICANTE",3
"dhl_facility_03620",3620,"ALICANTE",3
"dhl_facility_03630",3630,"ALICANTE",3
"dhl_facility_03638",3638,"ALICANTE",3
"dhl_facility_03639",3639,"ALICANTE",3
"dhl_facility_03640",3640,"ALICANTE",3
"dhl_facility_03649",3649,"ALICANTE",3
"dhl_facility_03650",3650,"ALICANTE",3
"dhl_facility_03657",3657,"ALICANTE",3
"dhl_facility_03658",3658,"ALICANTE",3
"dhl_facility_03659",3659,"ALICANTE",3
"dhl_facility_03660",3660,"ALICANTE",3
"dhl_facility_03668",3668,"ALICANTE",3
"dhl_facility_03669",3669,"ALICANTE",3
"dhl_facility_03670",3670,"ALICANTE",3
"dhl_facility_03679",3679,"ALICANTE",3
"dhl_facility_03680",3680,"ALICANTE",3
"dhl_facility_03688",3688,"ALICANTE",3
"dhl_facility_03689",3689,"ALICANTE",3
"dhl_facility_03690",3690,"ALICANTE",3
"dhl_facility_03698",3698,"ALICANTE",3
"dhl_facility_03699",3699,"ALICANTE",3
"dhl_facility_03700",3700,"ALICANTE",3
"dhl_facility_03710",3710,"ALICANTE",3
"dhl_facility_03720",3720,"ALICANTE",3
"dhl_facility_03724",3724,"ALICANTE",3
"dhl_facility_03725",3725,"ALICANTE",3
"dhl_facility_03726",3726,"ALICANTE",3
"dhl_facility_03727",3727,"ALICANTE",3
"dhl_facility_03728",3728,"ALICANTE",3
"dhl_facility_03729",3729,"ALICANTE",3
"dhl_facility_03730",3730,"ALICANTE",3
"dhl_facility_03737",3737,"ALICANTE",3
"dhl_facility_03738",3738,"ALICANTE",3
"dhl_facility_03739",3739,"ALICANTE",3
"dhl_facility_03740",3740,"ALICANTE",3
"dhl_facility_03749",3749,"ALICANTE",3
"dhl_facility_03750",3750,"ALICANTE",3
"dhl_facility_03759",3759,"ALICANTE",3
"dhl_facility_03760",3760,"ALICANTE",3
"dhl_facility_03769",3769,"ALICANTE",3
"dhl_facility_03770",3770,"ALICANTE",3
"dhl_facility_03778",3778,"ALICANTE",3
"dhl_facility_03779",3779,"ALICANTE",3
"dhl_facility_03780",3780,"ALICANTE",3
"dhl_facility_03786",3786,"ALICANTE",3
"dhl_facility_03787",3787,"ALICANTE",3
"dhl_facility_03788",3788,"ALICANTE",3
"dhl_facility_03789",3789,"ALICANTE",3
"dhl_facility_03790",3790,"ALICANTE",3
"dhl_facility_03791",3791,"ALICANTE",3
"dhl_facility_03792",3792,"ALICANTE",3
"dhl_facility_03793",3793,"ALICANTE",3
"dhl_facility_03794",3794,"ALICANTE",3
"dhl_facility_03795",3795,"ALICANTE",3
"dhl_facility_03800",3800,"ALICANTE",3
"dhl_facility_03801",3801,"ALICANTE",3
"dhl_facility_03802",3802,"ALICANTE",3
"dhl_facility_03803",3803,"ALICANTE",3
"dhl_facility_03804",3804,"ALICANTE",3
"dhl_facility_03810",3810,"ALICANTE",3
"dhl_facility_03811",3811,"ALICANTE",3
"dhl_facility_03812",3812,"ALICANTE",3
"dhl_facility_03813",3813,"ALICANTE",3
"dhl_facility_03814",3814,"ALICANTE",3
"dhl_facility_03815",3815,"ALICANTE",3
"dhl_facility_03816",3816,"ALICANTE",3
"dhl_facility_03817",3817,"ALICANTE",3
"dhl_facility_03818",3818,"ALICANTE",3
"dhl_facility_03819",3819,"ALICANTE",3
"dhl_facility_03820",3820,"ALICANTE",3
"dhl_facility_03827",3827,"ALICANTE",3
"dhl_facility_03828",3828,"ALICANTE",3
"dhl_facility_03829",3829,"ALICANTE",3
"dhl_facility_03830",3830,"ALICANTE",3
"dhl_facility_03839",3839,"ALICANTE",3
"dhl_facility_03840",3840,"ALICANTE",3
"dhl_facility_03841",3841,"ALICANTE",3
"dhl_facility_03850",3850,"ALICANTE",3
"dhl_facility_03860",3860,"ALICANTE",3
"dhl_facility_03870",3870,"ALICANTE",3
"dhl_facility_04001",4001,"ALMERIA",4
"dhl_facility_04002",4002,"ALMERIA",4
"dhl_facility_04003",4003,"ALMERIA",4
"dhl_facility_04004",4004,"ALMERIA",4
"dhl_facility_04005",4005,"ALMERIA",4
"dhl_facility_04006",4006,"ALMERIA",4
"dhl_facility_04007",4007,"ALMERIA",4
"dhl_facility_04008",4008,"ALMERIA",4
"dhl_facility_04009",4009,"ALMERIA",4
"dhl_facility_04080",4080,"ALMERIA",4
"dhl_facility_04100",4100,"ALMERIA",4
"dhl_facility_04110",4110,"ALMERIA",4
"dhl_facility_04113",4113,"ALMERIA",4
"dhl_facility_04114",4114,"ALMERIA",4
"dhl_facility_04115",4115,"ALMERIA",4
"dhl_facility_04116",4116,"ALMERIA",4
"dhl_facility_04117",4117,"ALMERIA",4
"dhl_facility_04118",4118,"ALMERIA",4
"dhl_facility_04119",4119,"ALMERIA",4
"dhl_facility_04120",4120,"ALMERIA",4
"dhl_facility_04130",4130,"ALMERIA",4
"dhl_facility_04140",4140,"ALMERIA",4
"dhl_facility_04149",4149,"ALMERIA",4
"dhl_facility_04150",4150,"ALMERIA",4
"dhl_facility_04160",4160,"ALMERIA",4
"dhl_facility_04200",4200,"ALMERIA",4
"dhl_facility_04210",4210,"ALMERIA",4
"dhl_facility_04211",4211,"ALMERIA",4
"dhl_facility_04212",4212,"ALMERIA",4
"dhl_facility_04213",4213,"ALMERIA",4
"dhl_facility_04217",4217,"ALMERIA",4
"dhl_facility_04220",4220,"ALMERIA",4
"dhl_facility_04230",4230,"ALMERIA",4
"dhl_facility_04240",4240,"ALMERIA",4
"dhl_facility_04250",4250,"ALMERIA",4
"dhl_facility_04259",4259,"ALMERIA",4
"dhl_facility_04260",4260,"ALMERIA",4
"dhl_facility_04270",4270,"ALMERIA",4
"dhl_facility_04271",4271,"ALMERIA",4
"dhl_facility_04274",4274,"ALMERIA",4
"dhl_facility_04275",4275,"ALMERIA",4
"dhl_facility_04276",4276,"ALMERIA",4
"dhl_facility_04277",4277,"ALMERIA",4
"dhl_facility_04278",4278,"ALMERIA",4
"dhl_facility_04279",4279,"ALMERIA",4
"dhl_facility_04280",4280,"ALMERIA",4
"dhl_facility_04288",4288,"ALMERIA",4
"dhl_facility_04289",4289,"ALMERIA",4
"dhl_facility_04371",4371,"ALMERIA",4
"dhl_facility_04400",4400,"ALMERIA",4
"dhl_facility_04409",4409,"ALMERIA",4
"dhl_facility_04410",4410,"ALMERIA",4
"dhl_facility_04420",4420,"ALMERIA",4
"dhl_facility_04430",4430,"ALMERIA",4
"dhl_facility_04431",4431,"ALMERIA",4
"dhl_facility_04440",4440,"ALMERIA",4
"dhl_facility_04450",4450,"ALMERIA",4
"dhl_facility_04458",4458,"ALMERIA",4
"dhl_facility_04459",4459,"ALMERIA",4
"dhl_facility_04460",4460,"ALMERIA",4
"dhl_facility_04470",4470,"ALMERIA",4
"dhl_facility_04479",4479,"ALMERIA",4
"dhl_facility_04480",4480,"ALMERIA",4
"dhl_facility_04500",4500,"ALMERIA",4
"dhl_facility_04510",4510,"ALMERIA",4
"dhl_facility_04520",4520,"ALMERIA",4
"dhl_facility_04530",4530,"ALMERIA",4
"dhl_facility_04531",4531,"ALMERIA",4
"dhl_facility_04532",4532,"ALMERIA",4
"dhl_facility_04533",4533,"ALMERIA",4
"dhl_facility_04540",4540,"ALMERIA",4
"dhl_facility_04549",4549,"ALMERIA",4
"dhl_facility_04550",4550,"ALMERIA",4
"dhl_facility_04558",4558,"ALMERIA",4
"dhl_facility_04559",4559,"ALMERIA",4
"dhl_facility_04560",4560,"ALMERIA",4
"dhl_facility_04567",4567,"ALMERIA",4
"dhl_facility_04568",4568,"ALMERIA",4
"dhl_facility_04569",4569,"ALMERIA",4
"dhl_facility_04600",4600,"ALMERIA",4
"dhl_facility_04610",4610,"ALMERIA",4
"dhl_facility_04618",4618,"ALMERIA",4
"dhl_facility_04619",4619,"ALMERIA",4
"dhl_facility_04620",4620,"ALMERIA",4
"dhl_facility_04628",4628,"ALMERIA",4
"dhl_facility_04629",4629,"ALMERIA",4
"dhl_facility_04630",4630,"ALMERIA",4
"dhl_facility_04638",4638,"ALMERIA",4
"dhl_facility_04639",4639,"ALMERIA",4
"dhl_facility_04640",4640,"ALMERIA",4
"dhl_facility_04647",4647,"ALMERIA",4
"dhl_facility_04648",4648,"ALMERIA",4
"dhl_facility_04649",4649,"ALMERIA",4
"dhl_facility_04650",4650,"ALMERIA",4
"dhl_facility_04660",4660,"ALMERIA",4
"dhl_facility_04661",4661,"ALMERIA",4
"dhl_facility_04662",4662,"ALMERIA",4
"dhl_facility_04663",4663,"ALMERIA",4
"dhl_facility_04690",4690,"ALMERIA",4
"dhl_facility_04691",4691,"ALMERIA",4
"dhl_facility_04692",4692,"ALMERIA",4
"dhl_facility_04693",4693,"ALMERIA",4
"dhl_facility_04694",4694,"ALMERIA",4
"dhl_facility_04700",4700,"ALMERIA",4
"dhl_facility_04710",4710,"ALMERIA",4
"dhl_facility_04711",4711,"ALMERIA",4
"dhl_facility_04712",4712,"ALMERIA",4
"dhl_facility_04713",4713,"ALMERIA",4
"dhl_facility_04715",4715,"ALMERIA",4
"dhl_facility_04716",4716,"ALMERIA",4
"dhl_facility_04717",4717,"ALMERIA",4
"dhl_facility_04720",4720,"ALMERIA",4
"dhl_facility_04729",4729,"ALMERIA",4
"dhl_facility_04738",4738,"ALMERIA",4
"dhl_facility_04739",4739,"ALMERIA",4
"dhl_facility_04740",4740,"ALMERIA",4
"dhl_facility_04750",4750,"ALMERIA",4
"dhl_facility_04759",4759,"ALMERIA",4
"dhl_facility_04760",4760,"ALMERIA",4
"dhl_facility_04768",4768,"ALMERIA",4
"dhl_facility_04769",4769,"ALMERIA",4
"dhl_facility_04770",4770,"ALMERIA",4
"dhl_facility_04778",4778,"ALMERIA",4
"dhl_facility_04779",4779,"ALMERIA",4
"dhl_facility_04800",4800,"ALMERIA",4
"dhl_facility_04810",4810,"ALMERIA",4
"dhl_facility_04811",4811,"ALMERIA",4
"dhl_facility_04812",4812,"ALMERIA",4
"dhl_facility_04813",4813,"ALMERIA",4
"dhl_facility_04814",4814,"ALMERIA",4
"dhl_facility_04815",4815,"ALMERIA",4
"dhl_facility_04820",4820,"ALMERIA",4
"dhl_facility_04825",4825,"ALMERIA",4
"dhl_facility_04826",4826,"ALMERIA",4
"dhl_facility_04827",4827,"ALMERIA",4
"dhl_facility_04828",4828,"ALMERIA",4
"dhl_facility_04829",4829,"ALMERIA",4
"dhl_facility_04830",4830,"ALMERIA",4
"dhl_facility_04838",4838,"ALMERIA",4
"dhl_facility_04839",4839,"ALMERIA",4
"dhl_facility_04850",4850,"ALMERIA",4
"dhl_facility_04857",4857,"ALMERIA",4
"dhl_facility_04858",4858,"ALMERIA",4
